,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
418,01-08-0896-46,01-401,GUATEMALA,MIXCO,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 7,"6A. CALLE 48-98 COLONIA EL ROSARIO, ZONA 3",24326615,IXMUCANE ALDANA VILLAVICENCIO,WENDY PAOLA SARAVIA MANSILLA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
419,01-08-0897-46,01-609,GUATEMALA,MIXCO,CENTRO EDUCATIVO FE Y ALEGRÍA NO 44,"13 AVENIDA ""A"" 1-95, SECTOR B-1 SAN CRISTÓBAL ZONA 8",24432674,SILVIA HORTENSIA GONZALEZ MARTINEZ,ANA MARÍA SAMAYOA ARGUETA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
420,01-08-0898-46,01-602,GUATEMALA,MIXCO,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 6,"8A. AVENIDA ""B"" 16-21 COLONIA NUEVA VIDA ALDEA LO DE COY, ZONA 1",24387109,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,MARIELENA MORALES PIRIR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
421,01-08-0899-46,01-639,GUATEMALA,MIXCO,"LICEO CANADIENSE, S. A.","9A. AVENIDA 0-55, ZONA 2",23750057,ANDREA VANESSA ALDANA VILLAGRAN DE CASTRO,IRMA CAROLINA PEDROZA TAQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
422,01-08-0908-46,01-601,GUATEMALA,MIXCO,COLEGIO LEHNSEN CENTRAL,"12 AVENIDA 18-79 ZONA 7, COLONIA SAN IGNACIO",24613900,CLAUDIO DANIEL YAC OROZCO,XIOMARA ISABEL MARTÍNEZ DÍAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
423,01-08-0909-46,01-620,GUATEMALA,MIXCO,"LICEO CRISTIANO ""ABBA PADRE""","20 AVENIDA ""A"" 2-76, EL VALLE ZONA 11",37669792,RONALD MAURICIO MORALES VIVAR,ERICKA ARACELY RUBIO REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
424,01-08-0911-46,01-604,GUATEMALA,MIXCO,INSTITUTO TECNOLÓGICO MUNICIPAL TEC,"7A. CALLE 5-05, COLONIA MONTSERRAT II, ZONA 4",42999966,EMORA EMPERATRIZ CRUZ DE FUENTES,MARIA ESTHER VASQUEZ GOUBAUD,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
425,01-08-0914-46,01-623,GUATEMALA,MIXCO,LICEO CRISTIANO VERDAD LCV SEDE MIXCO,15 AVENIDA 01-72 COLONIA VALLE DEL SOL ZONA 4,22939829,FEDERICO ESTUARDO IRUNGARAY SAMAYOA,HERBERT JUAN LARRIEU DARDÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA OCCIDENTE
426,01-08-0915-46,01-623,GUATEMALA,MIXCO,LICEO CRISTIANO VERDAD LCV,15 AVENIDA 01-72 COLONIA VALLE DEL SOL ZONA 4,22939829,FEDERICO ESTUARDO IRUNGARAY SAMAYOA,HERBERT JUAN LARRIEU DARDÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
427,01-08-0920-46,01-639,GUATEMALA,MIXCO,"CENTRO DE ESTUDIOS TECNOLÓGICOS ""EL EXITO""","2DA AVENIDA ""A"" 6-47, COLONIA MONTSERRAT I, ZONA 4",23349951,ANDREA VANESSA ALDANA VILLAGRAN DE CASTRO,MANUEL ALEJANDRO MARTINEZ SESAM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
428,01-08-0921-46,01-639,GUATEMALA,MIXCO,"CENTRO DE ESTUDIOS TECNOLÓGICOS ""EL EXITO""","2DA. AVENIDA ""A"" 6-47, COLONIA MONTSERRAT I, ZONA 4",23349951,ANDREA VANESSA ALDANA VILLAGRAN DE CASTRO,MANUEL ALEJANDRO MARTINEZ SESAM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA OCCIDENTE
429,01-08-0929-46,01-409,GUATEMALA,MIXCO,"""CENTRO DE ESTUDIOS APLICADOS CEA""",7A. AVENIDA 20-34 ZONA 10 COLONIA PEREZ GUISASOLA,41423849,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,AMMY JEHIELI MADAI MONTES BIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA OCCIDENTE
430,01-08-0932-46,01-601,GUATEMALA,MIXCO,"CENTRO DE DESARROLLO EDUCATIVO SAN ""JOSÉ""","7A. CALLE 4-09 COLONIA JARDINES DE SAN JUAN II, ZONA 7",55136446,CLAUDIO DANIEL YAC OROZCO,KAROL ALEJANDRA CHÁVEZ JIMÉNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
431,01-08-0935-46,01-608,GUATEMALA,MIXCO,"COLEGIO MIXTO ""NUEVA JERUSALÉN""",22 CALLE 12-30 COLONIA LAS MARAVILLAS SAN JOSÉ LA COMUNIDAD ZONA 10,52923380,EDGAR ALBERTO SIMON CHALI,PEDRO ISIDRO RODRIGUEZ ARANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
432,01-08-0937-46,01-616,GUATEMALA,MIXCO,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 2,29 CALLE SECTOR 3 COLONIA CAROLINGIA ZONA 6,24317273,RENE SAZO NAVICHOQUE,GLORIA RAQUEL AILON MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
433,01-08-0938-46,01-616,GUATEMALA,MIXCO,CENTRO EDUCATIVO FE Y ALEGRÍA NO 2,29 CALLE SECTOR 3 COLONIA CAROLINGIA ZONA 6,24317273,RENE SAZO NAVICHOQUE,GLORIA RAQUEL AILON MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
434,01-08-0939-46,01-615,GUATEMALA,MIXCO,INSTITUTO DE EDUCACIÓN BÁSICA DOCTOR THEO BLOEM,64 CALLE 13-57 ALDEA SACOJ CHIQUITO ZONA 6,24366554,LILIANA MARINA FLORES JIMENEZ,ROENA TERESA MONTERROSO PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
435,01-08-1700-46,01-609,GUATEMALA,MIXCO,"COLEGIO MIXTO BILINGUE ""BROOKLYN""",LOTE 15 MANZANA A SECTOR A-1 CIUDAD SAN CRISTOBAL ZONA 8,24784275,SILVIA HORTENSIA GONZALEZ MARTINEZ,EMMA ELIDA VÉLIZ CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
436,01-08-1701-46,01-609,GUATEMALA,MIXCO,COLEGIO MIXTO 'MAYALAND ( TIERRA DE LOS MAYAS)',5 AV. 26-44 SECTOR C-2 Z.8 MIXCO COLONIA VALLE DORADO SAN CRISTOBAL I,22281200,SILVIA HORTENSIA GONZALEZ MARTINEZ,JULIO ALBERTO DE PAZ RIVAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
437,01-08-1714-46,01-401,GUATEMALA,MIXCO,INSTITUTO EDUCATIVO ASISTENCIAL EMILIANI Y HOGAR DE HUERFANOS SANTA TERESA,"CALZADA SAN JUAN 2-30, ZONA 3 MIXCO, COLONIA EL ROSARIO",24311140,IXMUCANE ALDANA VILLAVICENCIO,RAÚL SILVESTRE HERNÁNDEZ CHACÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE
438,01-08-1723-46,01-401,GUATEMALA,MIXCO,ESCUELA NACIONAL DE FORMACION SECRETARIAL NO.3,"10 AVE Y 10 CALLE COLONIA NUEVA MONTSERRAT, ZONA 3",24314898,IXMUCANE ALDANA VILLAVICENCIO,ANA LUISA DÍAZ GALINDO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
439,01-08-1726-46,01-602,GUATEMALA,MIXCO,ESCUELA NACIONAL DE CIENCIAS COMERCIALES NO. 3,10 AVE. Y 10 CALLE COLONIA NUEVA MONTSERRAT ZONA 3,24378353,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,SONIA LETICIA MACHUCA RODRIGUEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
440,01-08-1727-46,01-603,GUATEMALA,MIXCO,ESCUELA NACIONAL DE CIENCIAS COMERCIALES ADS AL INEB LIC. CLEMENTE MARROQUIN ROJAS,"16 CALLE 10-39 SAN IGNACIO, ZONA 7",55826481,ROSA ALBELIA ARDON DE MOTTA,LILIAN YOLANDA RODRIGUEZ PINTO DE CASTRO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
441,01-08-1729-46,01-603,GUATEMALA,MIXCO,COLEGIO MADRE DE LOS HUERFANOS,CALZADA SAN JUAN 1-14 ZONA 3 DE MIXCO,22168800,ROSA ALBELIA ARDON DE MOTTA,BRENDA JUDITH ORTÍZ VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
442,01-08-1730-46,01-621,GUATEMALA,MIXCO,LICEO LA JUVENTUD,"4A CALLE 4-39, ZONA 1",24344946,MARTA LUZ BETETA ORTIZ DE JORDAN,LEON ENRIQUE DUBOIS JUAREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
443,01-08-1732-46,01-609,GUATEMALA,MIXCO,COLEGIO MIXTO PRIVADO SAN CRIS,17 AVE. B 1-23 ZONA 8 CIUDAD SAN CRISTOBAL,24781894,SILVIA HORTENSIA GONZALEZ MARTINEZ,MARÍA DE LA LUZ LONGO DE PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
444,01-08-1734-46,01-102,GUATEMALA,MIXCO,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO EVANGELICO HEBRON,"1A CALLE 2-35 COLONIA MONTE VERDE, ZONA 4",,ZIZI ARELY LOPEZ CHINCHILLA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
445,01-08-1735-46,01-621,GUATEMALA,MIXCO,"ACADEMIA COMERCIAL E INTITUTO ""LOURDES""","5A. AVENIDA 6-51 ""A "" ZONA 1",55184534,MARTA LUZ BETETA ORTIZ DE JORDAN,ESTEBAN TOCON XICAY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
446,01-08-1737-46,01-409,GUATEMALA,MIXCO,LICEO MIXTO NOCTURNO TECNICO MERCANTIL,CALZADA SAN JUAN 10-52 COLONIA MONTE REAL ZONA 4,55911096,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,JORGE GRANADOS GUZMAN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
447,01-08-1738-46,,GUATEMALA,MIXCO,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'PAMAXAN',"BOULEVARD EL CAMINERO, ZONA 6",,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
448,01-08-1739-46,01-615,GUATEMALA,MIXCO,LICEO CRISTIANO 'BETHESDA',SECCION D LOTE 5 COLONIA EL MILAGRO ZONA 6,24325168,LILIANA MARINA FLORES JIMENEZ,DELIA LETICIA REAL HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
449,01-08-2420-46,,GUATEMALA,MIXCO,INSTITUTO PRIVADO PARA SEÑORITAS DE EDUCACION DIVERSIFICADA LICEO TECNICO COMERCIAL 'SANTA LUCIA',SECTOR 1 LOTE 557 COLONIA CAROLINGIA ZONA 6,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
450,01-08-2769-46,01-409,GUATEMALA,MIXCO,INSTITUTO MIXTO EL EDÉN,BOULEVARD EL CAMINERO 11-85 SAN JOSE LAS ROSAS ZONA 6 DE MIXCO,34148450,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,EDILIO MARCO MEOÑO CÁRDENAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
451,01-08-2774-46,,GUATEMALA,MIXCO,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'LICEO TECNICO COMERCIAL Y ACADEMIA SANTA LUCIA',SECTOR 1 LOTE 557 COLONIA CAROLINGIA ZONA 6,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
452,01-08-2889-46,01-406,GUATEMALA,MIXCO,INSTITUTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ SUPERAR Y TRIUNFAR,CALZADA SAN JUAN 10-52 ZONA 7 COLONIA MONTE REAL,225052,MIGUEL ALVARO RODRIGUEZ PORTILLO,JORGE GRANADOS GUZMÁN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
453,01-08-2890-46,01-616,GUATEMALA,MIXCO,COLEGIO MIXTO CRISTIANO JARDIN DEL EDEN,BOULEVARD EL LOTE #45 SECTOR C-1 SAN JOSE LAS ROSAS ZONA 6 DE MIXCO,55143727,RENE SAZO NAVICHOQUE,EDILIO MARCO MEOÑO CÁRDENAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
454,01-08-2891-46,01-,GUATEMALA,MIXCO,LICEO COEDUCATIVO GUATEMALTECO,AVENIDA DEL CEMENTERIO LAS FLORES 14-08 LOTIFICACION LOS PINOS ZONA 7,22505,MARIA FELICITA ROQUE CARRERA,LIA GUISELA TELLO RENDON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
455,01-08-2898-46,01-401,GUATEMALA,MIXCO,CENTRO EDUCATIVO LA VID,"7A CALLE 3-64 COLONIA EL ROSARIO, FRENTE AL CASTAÑO, ZONA 3",22163838,IXMUCANE ALDANA VILLAVICENCIO,LUIS ENRIQUE SALAZAR MONZÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
456,01-08-2899-46,01-,GUATEMALA,MIXCO,LICEO MARIA INMACULADA,"3A. CALLE 13-10 COLONIA NUEVA MONTSERRAT, ZONA 3",,MARIA FELICITA ROQUE CARRERA,MARIO GONZALEZ ARREAGA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
457,01-08-2900-46,,GUATEMALA,MIXCO,LICEO 'MARIA INMACULADA',"3A. CALLE 13-10 COLONIA NUEVA MONTSERRAT, ZONA 3",,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
458,01-08-2912-46,,GUATEMALA,MIXCO,INSTITUTO PRIVADO MIXTO CENTRO PEDAGOGICO SAN FRANCISCO,13 AVENIDA 13-65 SAN JOSE LAS ROSAS ZONA 6 MIXCO,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
459,01-08-2913-46,01-,GUATEMALA,MIXCO,INSTITUTO PRIVADO MIXTO CENTRO PEDAGOGICO SAN FRANCISCO,13 AVENIDA 13-65 COLONIA SAN JOSE LAS ROSAS ZONA 6,55952064,MARIA FELICITA ROQUE CARRERA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
460,01-08-2914-46,,GUATEMALA,MIXCO,CENTRO PEDAGOGICO 'SAN FRANCISCO',13 AVENIDA 13-65 COLONIA SAN JOSE LAS ROSAS ZONA 6,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
461,01-08-2974-46,01-609,GUATEMALA,MIXCO,COLEGIO BILINGÚE CAMPO REAL,8A. CALLE 12-44 GRANJAS DE SAN CRISTOBAL ZONA 8,57710021,SILVIA HORTENSIA GONZALEZ MARTINEZ,HENA JUDITH GONZÁLEZ CALDERÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
462,01-08-2975-46,,GUATEMALA,MIXCO,SAN LUIS GOZAGA,"8a. AVE. 6-12 ZONA 1, MIXCO, GUATEMALA",,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
463,01-08-2976-46,,GUATEMALA,MIXCO,INSTITUTO PRIVADO MIXTO 'EL HOGAR',"3A. CALLE 8-12 ZONA 1,",,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
464,01-08-2998-46,01-603,GUATEMALA,MIXCO,COLEGIO CRISTIANO ELIM,"3A. AV. 11-42 ZONA 3, COLONIA EL ROSARIO",24370113,ROSA ALBELIA ARDON DE MOTTA,MARIA DEL CARMEN GONZÁLEZ ALVAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
465,01-08-3023-46,01-607,GUATEMALA,MIXCO,COLEGIO MIXTO 'SAN PEDRO Y SAN PABLO',7 AVE 11-40 COLONIA 1RO DE JULIO ZONA 5,45786850,OLGA MARINA AJQUEJAY SALOJ DE TUBAC,JORGE GRANADOS GUZMAN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
466,01-08-3027-46,01-607,GUATEMALA,MIXCO,COLEGIO MIXTO 'JUSTO RUFINO BARRIOS',"6 AVE 'B' 14-40 COLONIA 1RO DE JULIO, ZONA 5",24359865,OLGA MARINA AJQUEJAY SALOJ DE TUBAC,RUFINO ARTAGÑAN BAUTISTA GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
467,01-08-3029-46,01-603,GUATEMALA,MIXCO,COLEGIO MIXTO JUSTO RUFINO BARRIOS JV (PLAN SABATINO),6 AVE B 14-40 ZONA 5 COL. PRIMERO DE JULIO,24359865,ROSA ALBELIA ARDON DE MOTTA,RUFINO ARTAGÑAN BAUTISTA GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
468,01-08-4231-46,01-,GUATEMALA,MIXCO,CENTRO EDUCATIVO CRISTIANO 'JERUSALEM',"4A. AVENIDA B 0-76 COLONIA COTIO, ZONA 11",,MARIA FELICITA ROQUE CARRERA,JORGE GRANADOS GUZMÁN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
469,01-08-4538-46,01-621,GUATEMALA,MIXCO,COLEGIO MODERNO DE COMPUTACION 'C.M.C.',5A. CALLE 7-23 ZONA 1,24388898,MARTA LUZ BETETA ORTIZ DE JORDAN,ANGELA PATRICIA AQUINO TUN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
470,01-08-6136-46,01-609,GUATEMALA,MIXCO,COLEGIO MIXTO BILINGUE 'MACDERMONT',LOTE 1 SECTOR B-5 FRACCION E-1 ZONA 8,24724969,SILVIA HORTENSIA GONZALEZ MARTINEZ,AMÉRICA ANA MONTEAGUDO GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
471,01-08-6138-46,01-601,GUATEMALA,MIXCO,COLEGIO LEHNSEN ROOSEVELT,"12 AVENIDA 18-79 ZONA 7 DE MIXCO, COLONIA SAN IGNACIO",24613900,CLAUDIO DANIEL YAC OROZCO,MIRIAM PATRICIA ORTIZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
472,01-08-6162-46,01-609,GUATEMALA,MIXCO,CENTRO EDUCATIVO GRAN MOYAS,KM. 25.5 CARRETERA INTERAMERICANA LOTE 4B LABOR DE CASTILLA,78304050,SILVIA HORTENSIA GONZALEZ MARTINEZ,TELMA VICTORIA LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
473,01-08-6176-46,01-609,GUATEMALA,MIXCO,LICEO SECRETARIAL BILINGUE,"4A CALLE D 4-88 ZONA 8, DE MIXCO, CIUDAD SAN CRISTOBAL",24936464,SILVIA HORTENSIA GONZALEZ MARTINEZ,ESTHER STEIN HEINEMANN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
474,01-08-6198-46,,GUATEMALA,MIXCO,INSTITUTO DE EDUCACION DIVERSIFICADA COLEGIO 'SAN JOSE DE LOS INFANTES',"9A. CALLE 0-10 ZONA 3, COL. EL ROSARIO",,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
475,01-08-6257-46,01-401,GUATEMALA,MIXCO,COLEGIO BROWN S,"6A. AVENIDA 7-05 ZONA 3, COLONIA NUEVA MONTSERRAT,",24456481,IXMUCANE ALDANA VILLAVICENCIO,JUAN GÓMEZ BERNAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
476,01-08-6285-46,01-602,GUATEMALA,MIXCO,COLEGIO CENTRO EDUCATIVO JUVENIL 'SUPERACION',10 AV. 0-21 ZONA 1 MIXCO,,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
477,01-08-6296-46,01-603,GUATEMALA,MIXCO,COLEGIO BROWN'S,"9A. AV. 7-52 ZONA 3 MIXCO, NUEVA MONSERRAT",24374353,ROSA ALBELIA ARDON DE MOTTA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
478,01-08-6525-46,,GUATEMALA,MIXCO,COLEGIO MIXTO INFANTE DEL MILAGRO,SECC.Q LOTE 146 COLONIA EL MILAGRO ZONA 6 DE MIXCO,55998258,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
479,01-08-6541-46,01-603,GUATEMALA,MIXCO,INSTITUTO TECNICO HINO,6TA. CALLE 47-16 ZONA 3 COLONIA EL ROSARIO,24333326,ROSA ALBELIA ARDON DE MOTTA,MARTA ISABEL NIÑO CIFUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
480,01-08-6584-46,01-609,GUATEMALA,MIXCO,CENTRO CULTURAL DE AMERICA,"22 AVENIDA 2-11, ZONA 8, SAN CRISTOBAL II",24854408-24854398,SILVIA HORTENSIA GONZALEZ MARTINEZ,JORGE GRANADOS GUZMÁN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
